dataset,split,sample_id,relative_path,width,height,image_format,sha256
w_bench,det_inversion_debug10,0_127150.png,0_127150.png,512,512,JPEG,7f70a91b24860014e22b7142a42d4a63d91770cec26589b664f7b5402bfaed3f
w_bench,det_inversion_debug10,1_127192.png,1_127192.png,512,512,JPEG,669493729da2930170baec749673854285d9ad09582345e2839aa34044f6001c
w_bench,det_inversion_debug10,2_127238.png,2_127238.png,512,512,JPEG,77ec7093989f4c4820c036b7644eefe708c36562bccd3ec33b308b02c3636948
w_bench,det_inversion_debug10,3_127453.png,3_127453.png,512,512,JPEG,c572b184599655e972185a4335abccbbfdd874fcd850e6bcee55448c8ca18389
w_bench,det_inversion_debug10,4_127548.png,4_127548.png,512,512,JPEG,036c5af60fe0ccbe6c257a8715452152ed49d3ebdaa7f3775dd427494be785e6
w_bench,det_inversion_debug10,5_127560.png,5_127560.png,512,512,JPEG,c66387e07aa24e56c94ae9872612413b78debdb677c12c6d15cf5d53d6663fbd
w_bench,det_inversion_debug10,6_127655.png,6_127655.png,512,512,JPEG,5801d2f418833b6ebc8c893dd0205b6abca1b9f735ab43d8b3fd20d19c4d9400
w_bench,det_inversion_debug10,7_127860.png,7_127860.png,512,512,JPEG,68c0fe25e7d4dac257dc83bc0aecc4c53f86d04dc5b11b919027898ca9b87707
w_bench,det_inversion_debug10,8_127923.png,8_127923.png,512,512,JPEG,055faf3af415cc293d55a275125bcdec0df669812b9318c734e6eb6a1ca29d04
w_bench,det_inversion_debug10,9_128027.png,9_128027.png,512,512,JPEG,397115b646022f751a260d62237f6b0f18e125daa431a2de1dd596034f321643
